站点名,经度,纬度,海拔高度,时间,平均气温
﻿景讷,100.77,22.44,939,2020年01月01日00:00,16.6
﻿大渡岗,100.94,22.36,1370,2020年01月01日00:00,16.4
﻿龙林,101.48,21.55,890,2020年01月01日00:00,17.8
﻿勐满,101.3,21.3,613,2020年01月01日00:00,19
﻿关累,101.28,21.7,653,2020年01月01日00:00,18.5
﻿尚勇,101.71,21.24,771,2020年01月01日00:00,17.9
﻿勐伴,101.64,21.73,738,2020年01月01日00:00,18.7
﻿象明,101.31,22.13,780,2020年01月01日00:00,18
﻿易武,101.47,21.98,1280,2020年01月01日00:00,16.5
﻿瑶区新山,101.52,21.85,1303,2020年01月01日00:00,16.1
﻿瑶区,101.54,21.72,793,2020年01月01日00:00,17.4
﻿勐仑,101.26,21.89,622,2020年01月01日00:00,19.2
﻿勐捧,101.31,21.45,570,2020年01月01日00:00,19.6
﻿菜阳河,100.93,22.04,1015,2020年01月01日00:00,16.9
﻿雨林谷大桥,101.2,21.92,608,2020年01月01日00:00,18.3
﻿勐远隧道,101.4,21.64,747,2020年01月01日00:00,17.9
﻿勐往乡,100.47,22.39,798,2020年01月01日00:00,16.6
﻿勐阿,100.33,22.19,1072,2020年01月01日00:00,15.8
﻿格朗和,100.57,21.86,1415,2020年01月01日00:00,14.7
﻿勐满镇,100.13,22.18,900,2020年01月01日00:00,17.8
﻿勐遮镇,100.27,21.99,1187,2020年01月01日00:00,16.9
﻿勐宋,100.56,22.06,1222,2020年01月01日00:00,14.9
﻿西定,100.15,21.94,1900,2020年01月01日00:00,13.9
﻿那达勐水库,100.47,21.78,1565,2020年01月01日00:00,13.1
﻿勐混镇,100.38,21.84,1208,2020年01月01日00:00,14.9
﻿布朗山,100.41,21.59,1294,2020年01月01日00:00,16.4
﻿曼满水库,100.21,21.88,1335,2020年01月01日00:00,14.7
﻿打洛镇,100.08,21.7,657,2020年01月01日00:00,19
﻿勐邦水库,100.28,21.92,1258,2020年01月01日00:00,15.5
﻿南糯山,100.6,21.96,1302,2020年01月01日00:00,15.1
﻿打洛镇勐板,100.21,21.75,721,2020年01月01日00:00,18.3
﻿勐养曼戈龙,100.95,22.08,937,2020年01月01日00:00,17.7
﻿勐旺,101.29,22.49,1141,2020年01月01日00:00,15.8
﻿勐醒二区9队,101.33,21.98,582,2020年01月01日00:00,17.9
﻿勐腊五区场部,101.43,21.59,759,2020年01月01日00:00,17.6
﻿勐醒一区6队,101.37,21.64,647,2020年01月01日00:00,17.1
﻿勐腊一区场部,101.67,21.42,701,2020年01月01日00:00,19.8
﻿勐醒二区,101.37,21.88,565,2020年01月01日00:00,18.8
﻿勐腊一区,101.72,21.35,800,2020年01月01日00:00,17.3
﻿勐腊二区场部,101.58,21.43,643,2020年01月01日00:00,18.3
﻿东风一区,100.74,21.74,626,2020年01月01日00:00,19.4
﻿东风五区,100.86,21.69,646,2020年01月01日00:00,18.7
﻿东风四区,100.72,21.63,631,2020年01月01日00:00,19.1
﻿东风六区,100.63,21.53,700,2020年01月01日00:00,21
﻿东风三区,100.65,21.69,726,2020年01月01日00:00,17.5
﻿三达山,100.87,22.04,992,2020年01月01日00:00,20
﻿江北,100.79,22.04,830,2020年01月01日00:00,19.8
﻿光明电站,100.63,21.74,829,2020年01月01日00:00,18
﻿回洼中山,101.52,21.89,752,2020年01月01日00:00,17
﻿易武乡洒代村,101.51,21.93,722,2020年01月01日00:00,17.6
﻿勐远变电所,101.38,21.66,657,2020年01月01日00:00,21.1
﻿勐满三区,101.25,21.31,759,2020年01月01日00:00,19
﻿勐满七分场,101.3,21.29,658,2020年01月01日00:00,19.3
﻿勐满机关,101.31,21.4,578,2020年01月01日00:00,19.3
﻿勐满二区7队,101.22,21.68,842,2020年01月01日00:00,19.6
﻿勐养路5号,100.89,22.05,1107,2020年01月01日00:00,19.1
﻿江北3号,100.8,22.05,890,2020年01月01日00:00,20.1
﻿景哈,100.9,21.84,560,2020年01月01日00:00,18.9
﻿大街,101.04,24.35,1395,2020年01月01日00:00,12
﻿安定,100.62,24.73,1413,2020年01月01日00:00,11
﻿漫湾,100.49,24.65,1412,2020年01月01日00:00,13.6
﻿文龙,100.73,24.64,1298,2020年01月01日00:00,12.4
﻿龙街,100.86,24.62,1416,2020年01月01日00:00,10.8
﻿太忠,100.94,24.5,1435,2020年01月01日00:00,11.6
﻿景福,100.63,24.34,1522,2020年01月01日00:00,11.9
﻿文井,100.93,24.3,1136,2020年01月01日00:00,13.6
﻿花山,101.11,24.27,1226,2020年01月01日00:00,13.3
﻿大朝山,100.59,24.17,1987,2020年01月01日00:00,9.9
﻿文玉村,100.46,24.02,1158,2020年01月01日00:00,14
﻿者后,101.03,24.14,1167.5,2020年01月01日00:00,13.5
﻿曼等,100.54,24.29,1691,2020年01月01日00:00,12.8
﻿花石村,100.99,24.43,1226,2020年01月01日00:00,11.2
﻿龙树村,100.72,24.55,1540,2020年01月01日00:00,11.7
﻿黑蛇村,100.65,24.22,1158,2020年01月01日00:00,11.9
﻿撇罗村,101.15,24.29,1838,2020年01月01日00:00,12.4
﻿三章田,101.23,24.06,1002,2020年01月01日00:00,14.4
﻿古城,101.15,23.73,1037,2020年01月01日00:00,14.9
﻿景谷镇,100.62,23.73,1314,2020年01月01日00:00,12.7
﻿凤山,100.78,23.67,1040,2020年01月01日00:00,14
﻿边江,100.15,23.35,1716,2020年01月01日00:00,16.4
﻿迁营,100.42,23.43,1116,2020年01月01日00:00,13.6
﻿正兴,101,23.27,980,2020年01月01日00:00,14.6
﻿益智,100.59,23.21,830,2020年01月01日00:00,16
﻿碧安,100.43,23.07,1384,2020年01月01日00:00,13.3
﻿半坡,100.19,23.22,1720.7,2020年01月01日00:00,14
﻿暖里,100.85,23.4,1181,2020年01月01日00:00,15
﻿团田,101.25,23.8,1791,2020年01月01日00:00,12.6
﻿新抚,101.32,23.63,1985,2020年01月01日00:00,11.6
﻿孟弄,101.52,23.73,1424,2020年01月01日00:00,15.2
﻿景星,101.36,23.49,1965,2020年01月01日00:00,12.1
﻿新安,101.58,23.58,1332,2020年01月01日00:00,15.3
﻿通关,101.44,23.24,1879,2020年01月01日00:00,13.1
﻿雅邑,101.75,23.24,845,2020年01月01日00:00,16.6
﻿龙坝,101.8,23.35,1455,2020年01月01日00:00,14.7
﻿鱼塘,101.48,23.18,1652,2020年01月01日00:00,14.3
﻿文武,101.64,23.01,1815,2020年01月01日00:00,12.6
﻿墨江龙潭,101.59,23.08,1859,2020年01月01日00:00,13.4
﻿泗南江,101.76,23.13,765,2020年01月01日00:00,20.2
﻿那哈,101.85,23.15,1395,2020年01月01日00:00,15.8
﻿坝溜,101.86,23.05,1883,2020年01月01日00:00,13.3
﻿梅子,101.15,23.52,1067,2020年01月01日00:00,14
﻿德安,101.18,23.42,1279,2020年01月01日00:00,13.9
﻿磨黑,101.15,23.15,1226,2020年01月01日00:00,13.8
﻿德化,100.87,23,1333,2020年01月01日00:00,13.6
﻿同心,101.05,22.95,1217,2020年01月01日00:00,14.4
﻿勐先,101.2,23.03,1374,2020年01月01日00:00,13.2
﻿普义,101.33,23.02,1206,2020年01月01日00:00,14.3
﻿黎明,101.45,22.78,1158,2020年01月01日00:00,15.3
﻿云仙,100.69,22.94,1130,2020年01月01日00:00,14.5
﻿整碗,100.86,22.76,1284.5,2020年01月01日00:00,14.5
﻿倚象,101.05,22.75,1497,2020年01月01日00:00,13.6
﻿营盘山,101.08,22.68,1505.5,2020年01月01日00:00,12.2
﻿茨竹林,100.49,22.7,1510,2020年01月01日00:00,13.7
﻿那澜,100.57,22.57,758,2020年01月01日00:00,17.9
﻿国庆,101.87,22.64,1140,2020年01月01日00:00,14.9
﻿牛洛河,101.89,22.47,898,2020年01月01日00:00,16.5
﻿安康,99.74,23.16,1770,2020年01月01日00:00,11.5
﻿文东,99.9,23.17,1948,2020年01月01日00:00,11.8
﻿上允,99.83,23.06,910,2020年01月01日00:00,15.4
﻿木戛,99.63,22.99,1326,2020年01月01日00:00,13.3
﻿富邦,99.79,22.92,1840,2020年01月01日00:00,12.2
﻿大山,100.07,23.01,1526,2020年01月01日00:00,14.4
﻿东河,100.07,22.92,1880,2020年01月01日00:00,13.2
﻿新城,100.19,22.79,1360,2020年01月01日00:00,12.4
﻿南岭,100,22.71,1400,2020年01月01日00:00,14.9
﻿拉巴,99.64,22.51,1078,2020年01月01日00:00,14.5
﻿谦六,100.16,22.9,1224,2020年01月01日00:00,15
﻿酒井,99.97,22.45,1400,2020年01月01日00:00,13.5
﻿发展河,100.18,22.33,1440,2020年01月01日00:00,13.7
﻿惠民,100.05,22.28,1140,2020年01月01日00:00,15.6
﻿糯福,99.68,22.22,1372,2020年01月01日00:00,15
﻿东回,99.8,22.44,1429,2020年01月01日00:00,15.8
﻿下谷地,100.03,22.64,1381,2020年01月01日00:00,14.3
﻿大平掌,99.73,22.61,1572,2020年01月01日00:00,13.4
﻿勐根村,99.97,22.33,940,2020年01月01日00:00,16.3
﻿谦迈村,100.17,22.52,1070,2020年01月01日00:00,15.2
﻿新厂,99.48,22.85,1339,2020年01月01日00:00,14.7
﻿中课,99.61,22.8,867,2020年01月01日00:00,16.2
﻿岳宋,99.38,22.73,1307,2020年01月01日00:00,15.6
﻿力所,99.46,22.66,1435,2020年01月01日00:00,14.8
﻿勐卡,99.45,22.73,1952,2020年01月01日00:00,15.5
﻿翁嘎科,99.47,22.52,1318,2020年01月01日00:00,14.2
﻿娜妥坝,99.4,22.83,888,2020年01月01日00:00,11.1
﻿扒街,99.62,22.58,816,2020年01月01日00:00,15.2
﻿勐卡社区,99.45,22.73,1947,2020年01月01日00:00,12.3
﻿岳宋村,99.36,22.74,1339,2020年01月01日00:00,15.7
﻿娜允,99.65,22.37,1048.4,2020年01月01日00:00,15.2
﻿帕亮,99.47,22.28,1377,2020年01月01日00:00,15
﻿勐白,99.7,22.4,1122,2020年01月01日00:00,14.8
﻿勐啊,99.2,22.18,528,2020年01月01日00:00,18.5
﻿南雅,99.54,22.39,1422,2020年01月01日00:00,15.4
﻿毡帽山,101.02,22.82,1924,2020年01月01日00:00,13.2
﻿芦山村,100.66,22.93,1878,2020年01月01日00:00,12.8
﻿橄榄坝,100.58,22.49,628,2020年01月01日00:00,17.8
﻿苏甲,103.48,27.49,2089,2020年01月01日00:00,5.9
﻿盘河,103.89,27.57,1812,2020年01月01日00:00,4.1
﻿炎山,103.21,27.48,1932,2020年01月01日00:00,7.8
﻿云富,104.41,28.63,319,2020年01月01日00:00,10.9
﻿旧圃,103.66,27.39,1900,2020年01月01日00:00,7.2
﻿苏家院,103.58,27.32,1929,2020年01月01日00:00,6.8
﻿乐居,103.59,27.36,1930,2020年01月01日00:00,6.6
﻿凤凰,103.7,27.31,1891,2020年01月01日00:00,9.2
﻿小龙洞,103.81,27.33,2077,2020年01月01日00:00,9
﻿靖安,103.75,27.55,1870,2020年01月01日00:00,5.2
﻿大山包,103.33,27.41,3133,2020年01月01日00:00,3.9
﻿田坝,103.17,27.42,1633,2020年01月01日00:00,9.2
﻿青岗岭,103.74,27.53,1939,2020年01月01日00:00,5
﻿永丰,103.67,27.25,1914,2020年01月01日00:00,9
﻿大寨子,103.26,27.52,2035,2020年01月01日00:00,7.7
﻿北闸,103.6,27.44,1965,2020年01月01日00:00,8.5
﻿龙泉,103.7,27.38,1969,2020年01月01日00:00,8.1
﻿太平,103.74,27.34,1930,2020年01月01日00:00,7.7
﻿洒渔,103.6,27.44,1965,2020年01月01日00:00,6.5
﻿布嘎,103.72,27.21,1995,2020年01月01日00:00,9.2
﻿青胜,103.86,28.43,961,2020年01月01日00:00,6.9
﻿小寨,103.48,27.19,1621,2020年01月01日00:00,13.1
﻿龙头山,103.35,27.11,2000,2020年01月01日00:00,10.3
﻿乐红,103.28,27.17,2162,2020年01月01日00:00,9.1
﻿火德红,103.47,27.04,2322,2020年01月01日00:00,8.5
﻿新街,103.44,27.43,2114,2020年01月01日00:00,5.9
﻿江底,103.6,27.01,1462,2020年01月01日00:00,12.7
﻿梭山,103.23,27.31,1372,2020年01月01日00:00,10.1
﻿水磨,103.4,27.24,2260,2020年01月01日00:00,7.9
﻿马鹿沟站,103.5,27.13,2036,2020年01月01日00:00,9.4
﻿凉风凹,104.18,28.42,1207,2020年01月01日00:00,5.3
﻿二溪,104.11,28.44,932,2020年01月01日00:00,6.6
﻿东坪,103.06,27.32,1815,2020年01月01日00:00,9.3
﻿崇溪,103.13,26.86,2408,2020年01月01日00:00,9.2
﻿老店,103.28,26.93,1810,2020年01月01日00:00,11.7
﻿包谷垴,103.35,26.98,1842,2020年01月01日00:00,12.3
﻿金塘,102.99,26.78,710.2,2020年01月01日00:00,17.9
﻿蒙姑,103.04,26.59,994,2020年01月01日00:00,17.7
﻿马树,103.25,26.75,2443.5,2020年01月01日00:00,7.7
﻿药山,103.04,27.09,2206,2020年01月01日00:00,8.2
﻿新店,103.25,27.11,1730,2020年01月01日00:00,10
﻿大寨,102.92,27.23,1359,2020年01月01日00:00,14.3
﻿老气象站,102.92,26.91,840.7,2020年01月01日00:00,17.1
﻿普谷,103.18,27.21,1882,2020年01月01日00:00,9
﻿中寨,103.04,26.94,1504,2020年01月01日00:00,15.1
﻿红山,103.14,27.37,1945,2020年01月01日00:00,9.1
﻿普洱,104.12,28.22,649,2020年01月01日00:00,8.9
﻿滩头站,104.27,28.32,444,2020年01月01日00:00,9.8
﻿庙坝站,104.33,27.96,570,2020年01月01日00:00,9.7
﻿兴隆站,104.38,28.27,652,2020年01月01日00:00,7.8
﻿中和站,104.09,28.16,605,2020年01月01日00:00,9.5
﻿牛寨站,104.37,28.12,1104,2020年01月01日00:00,5.5
﻿豆沙,104.12,28.04,588,2020年01月01日00:00,10.5
﻿落雁,104.25,28.19,928,2020年01月01日00:00,7.1
﻿柿子,104.17,27.97,614,2020年01月01日00:00,8.5
﻿木杆站,103.97,28.15,1190,2020年01月01日00:00,5.6
﻿寿山,103.91,27.9,934,2020年01月01日00:00,8
﻿天星站,103.97,27.84,711,2020年01月01日00:00,10.4
﻿吉利,103.98,27.99,795,2020年01月01日00:00,8.8
﻿玉碗站,103.87,27.67,1260,2020年01月01日00:00,6.3
﻿高桥站,103.86,28.04,1080,2020年01月01日00:00,6.9
﻿悦乐站,103.78,27.83,1193,2020年01月01日00:00,6.7
﻿黄葛站,103.87,27.84,731,2020年01月01日00:00,10
﻿幸福站,104,27.71,834,2020年01月01日00:00,9.4
﻿团结站,103.77,27.66,1869,2020年01月01日00:00,3.4
﻿甘顶站,103.93,28.07,1612,2020年01月01日00:00,3
﻿吉利村站,104.01,28.01,561,2020年01月01日00:00,11.2
﻿黄泥坳站,103.84,27.83,1192,2020年01月01日00:00,6.4
﻿桧溪站,103.88,28.33,547,2020年01月01日00:00,10.9
﻿黄华站,103.55,27.99,805,2020年01月01日00:00,11.1
﻿马楠站,103.63,28.01,1796,2020年01月01日00:00,4
﻿莲峰,103.59,27.68,2225,2020年01月01日00:00,3.8
﻿墨翰站,103.73,27.83,1013,2020年01月01日00:00,8.2
﻿团结站,103.85,28.21,607,2020年01月01日00:00,9.4
﻿务基站,103.5,28.11,1300,2020年01月01日00:00,6.2
﻿大兴站,103.38,27.7,687,2020年01月01日00:00,13.1
﻿水竹站,103.67,27.94,2104,2020年01月01日00:00,2.7
﻿茂林站,103.59,27.63,2281,2020年01月01日00:00,5.4
﻿乌峰,104.89,27.46,1731,2020年01月01日00:00,4.9
﻿南台,104.87,27.44,1698,2020年01月01日00:00,5.3
﻿花山,104.47,27.5,2018,2020年01月01日00:00,3.4
﻿果珠,104.99,27.61,1307,2020年01月01日00:00,4.9
﻿码口,103.3,27.62,1132,2020年01月01日00:00,9.6
﻿伍寨,103.52,27.61,2301,2020年01月01日00:00,6.4
﻿钟鸣,104.06,27.81,1540,2020年01月01日00:00,3.7
﻿簸以,104.07,27.5,1716,2020年01月01日00:00,4.2
﻿小草坝,104.26,27.77,1790,2020年01月01日00:00,3
﻿会仪站,104.25,28.65,402,2020年01月01日00:00,10.5
﻿新滩站,104.17,28.64,460.6,2020年01月01日00:00,12.7
﻿南岸站,103.86,28.66,449.5,2020年01月01日00:00,10.8
﻿板栗站,103.99,28.52,600,2020年01月01日00:00,8.9
﻿太平,104.23,28.55,536,2020年01月01日00:00,9
﻿坪上,104.65,27.44,1460,2020年01月01日00:00,4.9
﻿大湾,105.05,27.68,1225,2020年01月01日00:00,6
﻿林口,105.02,27.51,1793,2020年01月01日00:00,4.2
﻿碗厂,104.51,27.64,1631,2020年01月01日00:00,3.2
﻿芒部,104.86,27.62,1636,2020年01月01日00:00,3.7
﻿以勒,105.14,27.61,1642,2020年01月01日00:00,3.8
﻿母享,105.19,27.57,1258,2020年01月01日00:00,6.1
﻿塘房,104.96,27.48,1572,2020年01月01日00:00,5.4
﻿泼机,104.97,27.41,1521,2020年01月01日00:00,7.1
﻿黑树,105.21,27.47,1625,2020年01月01日00:00,5
﻿五德,104.73,27.58,1148,2020年01月01日00:00,7.1
﻿雨河,104.85,27.76,1499,2020年01月01日00:00,3.9
﻿花朗,105.1,27.72,1342,2020年01月01日00:00,7.6
﻿杉树,104.44,27.68,1204,2020年01月01日00:00,7.7
﻿盐源,104.62,27.63,1332,2020年01月01日00:00,4.9
﻿木卓,104.82,27.69,1410,2020年01月01日00:00,4.7
﻿坡头,105.24,27.7,1478,2020年01月01日00:00,3.6
﻿尖山,104.94,27.6,1458,2020年01月01日00:00,4.6
﻿银厂,105.12,27.43,1576,2020年01月01日00:00,4.6
﻿高田站,105.17,27.95,872,2020年01月01日00:00,7.5
﻿石坎,105.15,27.79,991,2020年01月01日00:00,7.4
﻿长安站,104.82,27.84,1050,2020年01月01日00:00,6.8
﻿罗布站,105.05,27.96,635,2020年01月01日00:00,8.8
﻿水田站,105.26,27.76,1332,2020年01月01日00:00,4.3
﻿太安,100.04,26.72,2963,2020年01月01日00:00,1.1
﻿九河,99.99,26.75,2396,2020年01月01日00:00,3.7
﻿龙蟠,100.07,27.11,1959,2020年01月01日00:00,7
﻿塔城,99.56,27.49,1914,2020年01月01日00:00,6.5
﻿大具,100.25,27.3,1758,2020年01月01日00:00,10.5
﻿鸣音,100.37,27.28,2925,2020年01月01日00:00,2.3
﻿巨甸,99.65,27.3,1910,2020年01月01日00:00,7.3
﻿石头,99.85,26.8,1983,2020年01月01日00:00,6.4
﻿金庄,99.81,27.15,2000,2020年01月01日00:00,6.7
﻿白沙,100.23,26.95,2415,2020年01月01日00:00,5.9
﻿石鼓,99.95,26.87,1710,2020年01月01日00:00,7
﻿鲁甸,99.46,27.22,3100,2020年01月01日00:00,2.8
﻿黎明,99.68,27.03,2260,2020年01月01日00:00,4.7
﻿宝山,100.43,27.42,2222,2020年01月01日00:00,8.1
﻿黄明,100.38,27.68,2373,2020年01月01日00:00,8.1
﻿祥和,100.22,26.87,2392.4,2020年01月01日00:00,7.3
﻿管理局,100.64,26.47,1520,2020年01月01日00:00,13
﻿大梨园,100.72,26.65,2676,2020年01月01日00:00,5.9
﻿小坪水库,100.56,26.38,2213,2020年01月01日00:00,6
﻿田坪,101.19,26.7,1703,2020年01月01日00:00,11.7
﻿荣将,101.27,26.58,1152,2020年01月01日00:00,12.3
﻿兴泉,101.42,26.62,1245,2020年01月01日00:00,11.5
﻿通达,101.06,26.61,1743.5,2020年01月01日00:00,10.8
﻿新庄,101.19,26.58,1215,2020年01月01日00:00,11.7
﻿石龙坝,101.36,26.59,1132,2020年01月01日00:00,12.5
﻿永兴,101.22,26.84,1618.5,2020年01月01日00:00,8.7
﻿船房,101.32,26.83,1283,2020年01月01日00:00,10.3
﻿三川,100.66,26.75,1594,2020年01月01日00:00,10.2
﻿仁和,101.02,26.47,1340,2020年01月01日00:00,11.6
﻿程海,100.68,26.46,1546,2020年01月01日00:00,13
﻿顺州,100.56,26.62,2212,2020年01月01日00:00,5.9
﻿大安,100.49,26.76,2558,2020年01月01日00:00,6
﻿六德,100.85,26.55,1882,2020年01月01日00:00,8.4
﻿松坪,100.54,26.9,2143,2020年01月01日00:00,8.4
﻿鲁地拉,100.76,26.21,1645,2020年01月01日00:00,12.2
﻿片角,100.59,26,1520,2020年01月01日00:00,13.2
﻿涛源,100.58,26.22,1267,2020年01月01日00:00,14.2
﻿期纳,100.63,26.32,1414,2020年01月01日00:00,12.3
﻿光华,100.62,26.86,1598,2020年01月01日00:00,9.4
﻿羊坪,100.83,26.74,2603,2020年01月01日00:00,4.4
﻿东山,100.9,26.36,2475,2020年01月01日00:00,8.3
﻿南华,100.74,26.62,2130,2020年01月01日00:00,6.7
﻿永宁,100.64,27.74,2723,2020年01月01日00:00,3.9
﻿拉伯,100.45,27.74,2262,2020年01月01日00:00,7.9
﻿红桥,100.8,27.43,2452,2020年01月01日00:00,3.6
﻿翠依,100.67,27.45,2253,2020年01月01日00:00,6.9
﻿宁利,100.76,27.25,2398,2020年01月01日00:00,4.3
﻿西川,100.66,27.11,2812,2020年01月01日00:00,4.4
﻿金棉,100.61,27.22,2030,2020年01月01日00:00,9.1
﻿烂泥箐,100.98,27.22,2880,2020年01月01日00:00,3.4
﻿新营盘,100.92,27.14,2542,2020年01月01日00:00,5.7
﻿跑马坪,100.98,27,2507,2020年01月01日00:00,2.9
﻿战河,100.91,26.86,2648,2020年01月01日00:00,5
﻿西布河,100.79,27,2200,2020年01月01日00:00,5.5
﻿蝉战河,101.17,26.98,2450,2020年01月01日00:00,4
﻿永宁坪,101,26.7,2608,2020年01月01日00:00,5
﻿红旗,100.86,27.35,2260,2020年01月01日00:00,5.4
﻿丙中洛 ,98.45,28.02,1755.1,2020年01月01日00:00,6.1
﻿捧当 ,98.67,27.89,1594,2020年01月01日00:00,7.8
﻿普拉底 ,98.78,27.6,1393,2020年01月01日00:00,8.1
﻿马吉 ,98.83,27.4,1390,2020年01月01日00:00,8.6
﻿石月亮 ,98.9,27.25,1390,2020年01月01日00:00,8.7
﻿鹿马登 ,98.87,27.03,1244,2020年01月01日00:00,9.8
﻿架科底 ,98.89,26.76,1144,2020年01月01日00:00,10
﻿子里甲 ,98.89,26.72,1173,2020年01月01日00:00,9.9
﻿匹河 ,98.9,26.53,1064,2020年01月01日00:00,10.6
﻿洛本卓 ,98.9,26.42,1020,2020年01月01日00:00,11.7
﻿古登 ,98.9,26.39,1000,2020年01月01日00:00,11.5
﻿称杆 ,98.87,26.26,855,2020年01月01日00:00,12.8
﻿片马 ,98.63,26.01,1786,2020年01月01日00:00,7.3
﻿大兴地 ,98.85,26.02,855,2020年01月01日00:00,13.5
﻿鲁掌 ,98.82,25.98,1804,2020年01月01日00:00,9.3
﻿老窝 ,99.1,25.8,2180,2020年01月01日00:00,6.7
﻿上江 ,98.89,25.65,753,2020年01月01日00:00,12.9
﻿河西 ,99.38,26.87,2098,2020年01月01日00:00,5.6
﻿通甸 ,99.51,26.66,2488,2020年01月01日00:00,2.5
﻿中排 ,99.2,26.87,1814,2020年01月01日00:00,6.7
﻿石登 ,99.15,26.73,1858,2020年01月01日00:00,8.9
﻿啦井 ,99.27,26.49,2300,2020年01月01日00:00,6.3
﻿营盘 ,99.15,26.47,1649.6,2020年01月01日00:00,10.2
﻿兔峨 ,99.13,26.21,1451,2020年01月01日00:00,10.1
﻿独龙江 ,98.34,27.88,1498,2020年01月01日00:00,7.6
﻿诗礼,99.94,24.92,1580,2020年01月01日00:00,12
﻿鲁史茶马古道,100,24.85,1830,2020年01月01日00:00,11.1
﻿小湾镇,100.08,24.67,1550,2020年01月01日00:00,13.4
﻿三岔河镇,99.87,24.43,1320,2020年01月01日00:00,12.1
﻿营盘甘蔗,99.68,24.37,1440,2020年01月01日00:00,12.1
﻿新华乡,100.07,24.87,2180,2020年01月01日00:00,8.9
﻿腰街乡,100.19,24.67,2060,2020年01月01日00:00,9.2
﻿洛党镇,100.03,24.52,1440,2020年01月01日00:00,12.8
﻿大寺茶叶,99.89,24.7,1720,2020年01月01日00:00,10.8
﻿勐佑镇,99.77,24.61,1496,2020年01月01日00:00,10.5
﻿郭大寨乡,99.77,24.28,1760,2020年01月01日00:00,11.4
﻿雪山镇,99.94,24.32,1675,2020年01月01日00:00,11.7
﻿雷达站,99.85,24.64,2310,2020年01月01日00:00,13.5
﻿凤云村,100.17,24.98,1499.3,2020年01月01日00:00,13.3
﻿漫湾,100.45,24.58,955,2020年01月01日00:00,16.6
﻿忙怀,100.48,24.52,902,2020年01月01日00:00,14.6
﻿茂兰,100.24,24.58,1174.9,2020年01月01日00:00,15.4
﻿幸福,99.97,24.16,951.5,2020年01月01日00:00,13.7
﻿头道水,100.1,24.32,1619,2020年01月01日00:00,12
﻿大寨,100.28,24.11,1428.5,2020年01月01日00:00,13.5
﻿茶房,100.19,24.24,1632.1,2020年01月01日00:00,10.1
﻿晓街,100.25,24.35,1305.5,2020年01月01日00:00,15
﻿后箐,100.47,24.35,1305.5,2020年01月01日00:00,13.9
﻿涌宝,100.32,24.28,1850,2020年01月01日00:00,8.4
﻿栗树,100.41,24.23,1602,2020年01月01日00:00,17.5
﻿章驮,99.95,23.97,1768,2020年01月01日00:00,11.5
﻿南美,99.91,23.88,1883,2020年01月01日00:00,10.7
﻿平村,100.33,23.66,1165,2020年01月01日00:00,14.1
﻿圈内,100.1,23.62,1646,2020年01月01日00:00,10.9
﻿博尚,100.06,23.72,1706,2020年01月01日00:00,10.6
﻿帮东,100.35,23.92,1620,2020年01月01日00:00,13
﻿马台,100.27,23.79,1294,2020年01月01日00:00,14.5
﻿那招,100.16,23.69,1891,2020年01月01日00:00,12
﻿蚂蚁堆,100.07,24.09,1116,2020年01月01日00:00,13.1
﻿中山水库,100.1,23.79,1985,2020年01月01日00:00,9.3
﻿勐底农场,99.44,24.19,830,2020年01月01日00:00,14.7
﻿永甸糖厂,99.31,24.4,640,2020年01月01日00:00,15.6
﻿亚练,99.56,24.23,1330,2020年01月01日00:00,13.5
﻿班卡,99.45,24.05,1020,2020年01月01日00:00,13
﻿大山,99.38,23.94,1320,2020年01月01日00:00,13.4
﻿崇岗,99.43,23.87,980,2020年01月01日00:00,13.9
﻿乌木龙,99.7,24.2,1934,2020年01月01日00:00,9.5
﻿勐汞,99.23,23.97,1510,2020年01月01日00:00,12.1
﻿大雪山,99.74,24.03,966,2020年01月01日00:00,15.6
﻿小勐统,99.29,24.19,1540,2020年01月01日00:00,11.3
﻿永康,99.46,24.11,843,2020年01月01日00:00,14.5
﻿勐板,99.13,24.06,1375,2020年01月01日00:00,13.5
﻿勐库,99.88,23.62,1125,2020年01月01日00:00,13.6
﻿贺六,99.89,23.54,1242,2020年01月01日00:00,13.4
﻿忙糯,100.02,23.42,1862,2020年01月01日00:00,11
﻿大文,100,23.35,1623,2020年01月01日00:00,13
﻿邦丙,99.85,23.26,1656,2020年01月01日00:00,13.9
﻿冰岛湖,99.88,23.7,1000,2020年01月01日00:00,13.4
﻿忙糯大浪坝,99.96,23.46,2200,2020年01月01日00:00,8.3
﻿坝糯,99.94,23.63,1928,2020年01月01日00:00,11.6
﻿大文清平水库,99.94,23.39,2008,2020年01月01日00:00,9.5
﻿新和,99.83,24,1034,2020年01月01日00:00,14.6
﻿河底岗,99.68,23.88,1539,2020年01月01日00:00,15.1
﻿河外,98.88,23.55,1340,2020年01月01日00:00,12.4
﻿洛凌茶厂,99.64,23.8,1336,2020年01月01日00:00,12.7
﻿浪坝,99.58,23.7,1392,2020年01月01日00:00,13
﻿弄巴水库,99.47,23.56,1138,2020年01月01日00:00,13.5
﻿允楞水库,99.41,23.58,1139,2020年01月01日00:00,13.7
﻿户肯,99.58,23.83,1437,2020年01月01日00:00,14.3
﻿芒洪乡,99.6,23.61,1800,2020年01月01日00:00,12.6
﻿团结,99.36,23.54,1229,2020年01月01日00:00,13.4
